region	chr	midPos	Nsites
(6905,7404)(15800,16299)(15800,16300)	Mt	16050	501	0.100814
(7005,7504)(15900,16399)(15900,16400)	Mt	16150	501	0.098997
(7105,7604)(16000,16499)(16000,16500)	Mt	16250	501	0.093865
(7205,7704)(16100,16599)(16100,16600)	Mt	16350	501	0.091184
(7305,7804)(16200,16699)(16200,16700)	Mt	16450	501	0.088228
(7405,7904)(16300,16799)(16300,16800)	Mt	16550	501	0.084766
(7505,8004)(16400,16899)(16400,16900)	Mt	16650	501	0.088026
(7605,8104)(16500,16999)(16500,17000)	Mt	16750	501	0.087056
(7705,8204)(16600,17099)(16600,17100)	Mt	16850	501	0.080639
(7805,8304)(16700,17199)(16700,17200)	Mt	16950	501	0.090229
(7905,8404)(16800,17299)(16800,17300)	Mt	17050	501	0.095890
(8005,8504)(16900,17399)(16900,17400)	Mt	17150	501	0.095679
(8105,8604)(17000,17499)(17000,17500)	Mt	17250	501	0.097844
(8205,8704)(17100,17599)(17100,17600)	Mt	17350	501	0.103516
(8305,8804)(17200,17699)(17200,17700)	Mt	17450	501	0.086218
(8405,8904)(17300,17799)(17300,17800)	Mt	17550	501	0.079628
(8505,9004)(17400,17899)(17400,17900)	Mt	17650	501	0.075022
(8605,9104)(17500,17999)(17500,18000)	Mt	17750	501	0.076857
(8705,9204)(17600,18099)(17600,18100)	Mt	17850	501	0.075172
(8805,9304)(17700,18199)(17700,18200)	Mt	17950	501	0.079805
(8905,9337)(17800,18232)(17800,18300)	Mt	18050	434	0.080854
(9005,9424)(17900,18399)(17900,18400)	Mt	18150	421	0.096337
(9105,9524)(18000,18499)(18000,18500)	Mt	18250	421	0.091956
(9205,9624)(18100,18599)(18100,18600)	Mt	18350	421	0.093578
(9305,9720)(18200,18695)(18200,18700)	Mt	18450	417	0.113613
(9338,9800)(18313,18799)(18300,18800)	Mt	18550	464	0.112854
(9425,9838)(18400,18837)(18400,18900)	Mt	18650	415	0.101454
(9525,9901)(18500,18999)(18500,19000)	Mt	18750	378	0.101824
(9625,10001)(18600,19099)(18600,19100)	Mt	18850	378	0.094034
(9721,10101)(18720,19199)(18700,19200)	Mt	18950	382	0.078786
(9801,10201)(18800,19299)(18800,19300)	Mt	19050	402	0.076996
(9839,10301)(18937,19399)(18900,19400)	Mt	19150	464	0.076779
(9902,10401)(19000,19499)(19000,19500)	Mt	19250	501	0.075869
(10002,10501)(19100,19599)(19100,19600)	Mt	19350	501	0.083845
(10102,10593)(19200,19699)(19200,19700)	Mt	19450	493	0.080456
(10202,10693)(19300,19799)(19300,19800)	Mt	19550	493	0.081811
(10302,10770)(19400,19876)(19400,19900)	Mt	19650	470	0.095328
(10402,10770)(19500,19876)(19500,20000)	Mt	19750	370	0.103349
(10502,10770)(19600,19876)(19600,20100)	Mt	19850	270	0.103065
(10594,10784)(19700,20199)(19700,20200)	Mt	19950	192	0.111974
(10694,10884)(19800,20299)(19800,20300)	Mt	20050	192	0.113252
(10771,10970)(20186,20385)(19900,20400)	Mt	20150	201	0.113903
(10771,11028)(20186,20499)(20000,20500)	Mt	20250	259	0.110751
(10771,11128)(20186,20599)(20100,20600)	Mt	20350	359	0.106292
(10785,11228)(20200,20699)(20200,20700)	Mt	20450	445	0.095805
(10885,11328)(20300,20799)(20300,20800)	Mt	20550	445	0.090055
(10971,11421)(20442,20899)(20400,20900)	Mt	20650	452	0.077945
(11029,11521)(20500,20999)(20500,21000)	Mt	20750	494	0.079697
(11129,11621)(20600,21099)(20600,21100)	Mt	20850	494	0.080163
(11229,11721)(20700,21199)(20700,21200)	Mt	20950	494	0.076211
(11329,11816)(20800,21294)(20800,21300)	Mt	21050	489	0.080489
(11422,11816)(20900,21294)(20900,21400)	Mt	21150	396	0.082239
(11522,11816)(21000,21294)(21000,21500)	Mt	21250	296	0.077632
(11622,11816)(21100,21294)(21100,21600)	Mt	21350	196	0.065239
(11722,11898)(21200,21699)(21200,21700)	Mt	21450	178	0.084859
(11817,11998)(21618,21799)(21300,21800)	Mt	21550	183	0.071401
(11817,12098)(21618,21899)(21400,21900)	Mt	21650	283	0.068686
(11817,12198)(21618,21999)(21500,22000)	Mt	21750	383	0.064082
(11817,12298)(21618,22099)(21600,22100)	Mt	21850	483	0.070094
(11899,12398)(21700,22199)(21700,22200)	Mt	21950	501	0.070070
(11999,12497)(21800,22298)(21800,22300)	Mt	22050	500	0.076220
(12099,12512)(21900,22399)(21900,22400)	Mt	22150	415	0.077782
(12199,12612)(22000,22499)(22000,22500)	Mt	22250	415	0.079091
(12299,12712)(22100,22599)(22100,22600)	Mt	22350	415	0.069227
(12399,12773)(22200,22699)(22200,22700)	Mt	22450	376	0.068297
(12498,12873)(22385,22799)(22300,22800)	Mt	22550	377	0.057010
(12513,12973)(22400,22899)(22400,22900)	Mt	22650	462	0.058979
(12613,13073)(22500,22999)(22500,23000)	Mt	22750	462	0.064163
(12713,13173)(22600,23099)(22600,23100)	Mt	22850	462	0.066554
(12774,13273)(22700,23199)(22700,23200)	Mt	22950	501	0.069014
(12874,13373)(22800,23299)(22800,23300)	Mt	23050	501	0.070271
(12974,13418)(22900,23399)(22900,23400)	Mt	23150	446	0.073035
(13074,13518)(23000,23499)(23000,23500)	Mt	23250	446	0.074083
(13174,13618)(23100,23599)(23100,23600)	Mt	23350	446	0.075825
(13274,13673)(23200,23699)(23200,23700)	Mt	23450	401	0.072249
(13374,13773)(23300,23799)(23300,23800)	Mt	23550	401	0.073067
(13419,13873)(23400,23899)(23400,23900)	Mt	23650	456	0.074653
(13519,13973)(23500,23999)(23500,24000)	Mt	23750	456	0.065522
(13619,14073)(23600,24099)(23600,24100)	Mt	23850	456	0.070705
(13674,14173)(23700,24199)(23700,24200)	Mt	23950	501	0.076757
(13774,14273)(23800,24299)(23800,24300)	Mt	24050	501	0.078049
(13874,14373)(23900,24399)(23900,24400)	Mt	24150	501	0.077734
(13974,14473)(24000,24499)(24000,24500)	Mt	24250	501	0.086881
(14074,14573)(24100,24599)(24100,24600)	Mt	24350	501	0.083087
(14174,14673)(24200,24699)(24200,24700)	Mt	24450	501	0.084718
(14274,14773)(24300,24799)(24300,24800)	Mt	24550	501	0.088534
(14374,14873)(24400,24899)(24400,24900)	Mt	24650	501	0.088873
(14474,14965)(24500,24999)(24500,25000)	Mt	24750	493	0.081576
(14574,15065)(24600,25099)(24600,25100)	Mt	24850	493	0.082012
(14674,15165)(24700,25199)(24700,25200)	Mt	24950	493	0.078731
(14774,15265)(24800,25299)(24800,25300)	Mt	25050	493	0.077948
(14874,15365)(24900,25399)(24900,25400)	Mt	25150	493	0.073964
(14966,15465)(25000,25499)(25000,25500)	Mt	25250	501	0.075201
(15066,15565)(25100,25599)(25100,25600)	Mt	25350	501	0.070487
(15166,15665)(25200,25699)(25200,25700)	Mt	25450	501	0.071702
(15266,15765)(25300,25799)(25300,25800)	Mt	25550	501	0.068337
(15366,15865)(25400,25899)(25400,25900)	Mt	25650	501	0.066414
(15466,15965)(25500,25999)(25500,26000)	Mt	25750	501	0.078995
(15566,16065)(25600,26099)(25600,26100)	Mt	25850	501	0.084098
(15666,16165)(25700,26199)(25700,26200)	Mt	25950	501	0.082560
(15766,16265)(25800,26299)(25800,26300)	Mt	26050	501	0.083030
(15866,16365)(25900,26399)(25900,26400)	Mt	26150	501	0.086917
(15966,16465)(26000,26499)(26000,26500)	Mt	26250	501	0.081827
(16066,16565)(26100,26599)(26100,26600)	Mt	26350	501	0.087534
(16166,16611)(26200,26645)(26200,26700)	Mt	26450	447	0.086280
(16266,16704)(26300,26799)(26300,26800)	Mt	26550	440	0.083811
(16366,16792)(26400,26899)(26400,26900)	Mt	26650	428	0.078760
(16466,16892)(26500,26999)(26500,27000)	Mt	26750	428	0.074295
(16566,16992)(26600,27099)(26600,27100)	Mt	26850	428	0.078392
(16612,17092)(26707,27199)(26700,27200)	Mt	26950	482	0.076685
(16705,17137)(26800,27244)(26800,27300)	Mt	27050	434	0.084094
(16793,17225)(26900,27399)(26900,27400)	Mt	27150	434	0.085963
(16893,17325)(27000,27499)(27000,27500)	Mt	27250	434	0.085645
(16993,17425)(27100,27599)(27100,27600)	Mt	27350	434	0.074102
(17093,17525)(27200,27699)(27200,27700)	Mt	27450	434	0.086040
(17138,17625)(27312,27799)(27300,27800)	Mt	27550	489	0.086871
(17226,17725)(27400,27899)(27400,27900)	Mt	27650	501	0.092815
(17326,17825)(27500,27999)(27500,28000)	Mt	27750	501	0.096852
(17426,17913)(27600,28099)(27600,28100)	Mt	27850	489	0.101838
(17526,18013)(27700,28199)(27700,28200)	Mt	27950	489	0.094314
(17626,18113)(27800,28299)(27800,28300)	Mt	28050	489	0.087104
(17726,18213)(27900,28399)(27900,28400)	Mt	28150	489	0.084550
(17826,18313)(28000,28499)(28000,28500)	Mt	28250	489	0.080809
(17914,18413)(28100,28599)(28100,28600)	Mt	28350	501	0.074212
(18014,18513)(28200,28699)(28200,28700)	Mt	28450	501	0.070354
(18114,18613)(28300,28799)(28300,28800)	Mt	28550	501	0.080027
(18214,18713)(28400,28899)(28400,28900)	Mt	28650	501	0.087731
(18314,18813)(28500,28999)(28500,29000)	Mt	28750	501	0.095432
(18414,18913)(28600,29099)(28600,29100)	Mt	28850	501	0.095789
(18514,19013)(28700,29199)(28700,29200)	Mt	28950	501	0.095389
(18614,19113)(28800,29299)(28800,29300)	Mt	29050	501	0.096977
(18714,19213)(28900,29399)(28900,29400)	Mt	29150	501	0.090383
(18814,19307)(29000,29493)(29000,29500)	Mt	29250	495	0.088320
(18914,19359)(29100,29599)(29100,29600)	Mt	29350	447	0.087561
(19014,19459)(29200,29699)(29200,29700)	Mt	29450	447	0.087932
(19114,19559)(29300,29799)(29300,29800)	Mt	29550	447	0.077483
(19214,19659)(29400,29899)(29400,29900)	Mt	29650	447	0.082937
(19308,19759)(29548,29999)(29500,30000)	Mt	29750	453	0.083345
(19360,19859)(29600,30099)(29600,30100)	Mt	29850	501	0.090703
(19460,19951)(29700,30191)(29700,30200)	Mt	29950	493	0.096580
(19560,20001)(29800,30299)(29800,30300)	Mt	30050	443	0.095265
(19660,20101)(29900,30399)(29900,30400)	Mt	30150	443	0.093825
(19760,20201)(30000,30499)(30000,30500)	Mt	30250	443	0.082027
(19860,20301)(30100,30599)(30100,30600)	Mt	30350	443	0.077091
(19952,20371)(30250,30669)(30200,30700)	Mt	30450	421	0.070369
(20002,20412)(30300,30799)(30300,30800)	Mt	30550	412	0.076340
(20102,20512)(30400,30899)(30400,30900)	Mt	30650	412	0.073445
(20202,20612)(30500,30999)(30500,31000)	Mt	30750	412	0.078231
(20302,20712)(30600,31099)(30600,31100)	Mt	30850	412	0.085260
(20372,20812)(30759,31199)(30700,31200)	Mt	30950	442	0.098934
(20413,20912)(30800,31299)(30800,31300)	Mt	31050	501	0.099611
(20513,21012)(30900,31399)(30900,31400)	Mt	31150	501	0.096678
(20613,21112)(31000,31499)(31000,31500)	Mt	31250	501	0.097669
(20713,21212)(31100,31599)(31100,31600)	Mt	31350	501	0.091470
(20813,21303)(31200,31699)(31200,31700)	Mt	31450	492	0.081831
(20913,21403)(31300,31799)(31300,31800)	Mt	31550	492	0.079789
(21013,21503)(31400,31899)(31400,31900)	Mt	31650	492	0.090487
(21113,21603)(31500,31999)(31500,32000)	Mt	31750	492	0.090198
(21213,21703)(31600,32099)(31600,32100)	Mt	31850	492	0.089975
(21304,21803)(31700,32199)(31700,32200)	Mt	31950	501	0.094116
(21404,21903)(31800,32299)(31800,32300)	Mt	32050	501	0.093511
(21504,22003)(31900,32399)(31900,32400)	Mt	32150	501	0.083618
(21604,22103)(32000,32499)(32000,32500)	Mt	32250	501	0.079739
(21704,22156)(32100,32552)(32100,32600)	Mt	32350	454	0.082056
(21804,22256)(32200,32699)(32200,32700)	Mt	32450	454	0.078392
(21904,22356)(32300,32799)(32300,32800)	Mt	32550	454	0.077783
(22004,22456)(32400,32899)(32400,32900)	Mt	32650	454	0.079503
(22104,22556)(32500,32999)(32500,33000)	Mt	32750	454	0.091053
(22157,22656)(32600,33099)(32600,33100)	Mt	32850	501	0.093756
(22257,22756)(32700,33199)(32700,33200)	Mt	32950	501	0.092698
(22357,22856)(32800,33299)(32800,33300)	Mt	33050	501	0.092945
(22457,22956)(32900,33399)(32900,33400)	Mt	33150	501	0.090594
(22557,23056)(33000,33499)(33000,33500)	Mt	33250	501	0.080646
(22657,23156)(33100,33599)(33100,33600)	Mt	33350	501	0.073813
(22757,23256)(33200,33699)(33200,33700)	Mt	33450	501	0.075817
(22857,23356)(33300,33799)(33300,33800)	Mt	33550	501	0.069899
(22957,23456)(33400,33899)(33400,33900)	Mt	33650	501	0.078094
(23057,23556)(33500,33999)(33500,34000)	Mt	33750	501	0.095339
(23157,23656)(33600,34099)(33600,34100)	Mt	33850	501	0.097811
(23257,23719)(33700,34162)(33700,34200)	Mt	33950	464	0.102251
(23357,23749)(33800,34299)(33800,34300)	Mt	34050	394	0.106360
(23457,23849)(33900,34399)(33900,34400)	Mt	34150	394	0.102089
(23557,23949)(34000,34499)(34000,34500)	Mt	34250	394	0.093605
(23657,24049)(34100,34599)(34100,34600)	Mt	34350	394	0.100101
(23720,24149)(34270,34699)(34200,34700)	Mt	34450	431	0.091861
(23750,24249)(34300,34799)(34300,34800)	Mt	34550	501	0.101261
(23850,24349)(34400,34899)(34400,34900)	Mt	34650	501	0.102773
(23950,24449)(34500,34999)(34500,35000)	Mt	34750	501	0.100706
(24050,24549)(34600,35099)(34600,35100)	Mt	34850	501	0.096190
(24150,24649)(34700,35199)(34700,35200)	Mt	34950	501	0.100106
(24250,24749)(34800,35299)(34800,35300)	Mt	35050	501	0.094870
(24350,24849)(34900,35399)(34900,35400)	Mt	35150	501	0.093215
(24450,24949)(35000,35499)(35000,35500)	Mt	35250	501	0.090908
(24550,25049)(35100,35599)(35100,35600)	Mt	35350	501	0.087917
(24650,25149)(35200,35699)(35200,35700)	Mt	35450	501	0.079685
(24750,25249)(35300,35799)(35300,35800)	Mt	35550	501	0.074769
(24850,25349)(35400,35899)(35400,35900)	Mt	35650	501	0.085124
(24950,25449)(35500,35999)(35500,36000)	Mt	35750	501	0.081248
(25050,25549)(35600,36099)(35600,36100)	Mt	35850	501	0.088891
(25150,25649)(35700,36199)(35700,36200)	Mt	35950	501	0.090057
(25250,25749)(35800,36299)(35800,36300)	Mt	36050	501	0.090084
(25350,25789)(35900,36339)(35900,36400)	Mt	36150	441	0.078921
(25450,25789)(36000,36339)(36000,36500)	Mt	36250	341	0.084467
(25550,25865)(36100,36599)(36100,36600)	Mt	36350	317	0.073693
(25650,25965)(36200,36699)(36200,36700)	Mt	36450	317	0.076909
(25750,26065)(36300,36799)(36300,36800)	Mt	36550	317	0.082598
(25790,26165)(36524,36899)(36400,36900)	Mt	36650	377	0.086944
(25790,26265)(36524,36999)(36500,37000)	Mt	36750	477	0.082499
(25866,26331)(36600,37099)(36600,37100)	Mt	36850	467	0.083625
(25966,26431)(36700,37199)(36700,37200)	Mt	36950	467	0.084845
(26066,26531)(36800,37299)(36800,37300)	Mt	37050	467	0.080862
(26166,26631)(36900,37399)(36900,37400)	Mt	37150	467	0.081472
(26266,26731)(37000,37499)(37000,37500)	Mt	37250	467	0.086321
(26332,26831)(37100,37599)(37100,37600)	Mt	37350	501	0.078979
(26432,26931)(37200,37699)(37200,37700)	Mt	37450	501	0.072163
(26532,27031)(37300,37799)(37300,37800)	Mt	37550	501	0.072498
(26632,27131)(37400,37899)(37400,37900)	Mt	37650	501	0.064708
(26732,27231)(37500,37999)(37500,38000)	Mt	37750	501	0.063956
(26832,27331)(37600,38099)(37600,38100)	Mt	37850	501	0.069532
(26932,27431)(37700,38199)(37700,38200)	Mt	37950	501	0.076967
(27032,27531)(37800,38299)(37800,38300)	Mt	38050	501	0.077746
(27132,27631)(37900,38399)(37900,38400)	Mt	38150	501	0.083449
(27232,27731)(38000,38499)(38000,38500)	Mt	38250	501	0.079690
(27332,27831)(38100,38599)(38100,38600)	Mt	38350	501	0.080957
(27432,27931)(38200,38699)(38200,38700)	Mt	38450	501	0.079453
(27532,28031)(38300,38799)(38300,38800)	Mt	38550	501	0.080507
(27632,28124)(38400,38899)(38400,38900)	Mt	38650	494	0.078436
(27732,28224)(38500,38999)(38500,39000)	Mt	38750	494	0.084115
(27832,28324)(38600,39099)(38600,39100)	Mt	38850	494	0.080598
(27932,28424)(38700,39199)(38700,39200)	Mt	38950	494	0.085179
(28032,28524)(38800,39299)(38800,39300)	Mt	39050	494	0.080373
(28125,28624)(38900,39399)(38900,39400)	Mt	39150	501	0.074868
(28225,28724)(39000,39499)(39000,39500)	Mt	39250	501	0.074566
(28325,28824)(39100,39599)(39100,39600)	Mt	39350	501	0.079731
(28425,28924)(39200,39699)(39200,39700)	Mt	39450	501	0.072647
(28525,29024)(39300,39799)(39300,39800)	Mt	39550	501	0.076193
(28625,29056)(39400,39831)(39400,39900)	Mt	39650	433	0.082985
(28725,29113)(39500,39999)(39500,40000)	Mt	39750	390	0.083138
(28825,29213)(39600,40099)(39600,40100)	Mt	39850	390	0.080513
(28925,29313)(39700,40199)(39700,40200)	Mt	39950	390	0.076798
(29025,29413)(39800,40299)(39800,40300)	Mt	40050	390	0.081656
(29057,29513)(39943,40399)(39900,40400)	Mt	40150	458	0.077636
(29114,29613)(40000,40499)(40000,40500)	Mt	40250	501	0.084007
(29214,29713)(40100,40599)(40100,40600)	Mt	40350	501	0.079112
(29314,29813)(40200,40699)(40200,40700)	Mt	40450	501	0.076005
(29414,29913)(40300,40799)(40300,40800)	Mt	40550	501	0.071516
(29514,30013)(40400,40899)(40400,40900)	Mt	40650	501	0.069419
(29614,30113)(40500,40999)(40500,41000)	Mt	40750	501	0.059231
(29714,30213)(40600,41099)(40600,41100)	Mt	40850	501	0.062385
(29814,30313)(40700,41199)(40700,41200)	Mt	40950	501	0.074806
(29914,30406)(40800,41299)(40800,41300)	Mt	41050	494	0.077237
(30014,30506)(40900,41399)(40900,41400)	Mt	41150	494	0.085279
(30114,30606)(41000,41499)(41000,41500)	Mt	41250	494	0.082801
(30214,30706)(41100,41599)(41100,41600)	Mt	41350	494	0.084572
(30314,30806)(41200,41699)(41200,41700)	Mt	41450	494	0.083484
(30407,30906)(41300,41799)(41300,41800)	Mt	41550	501	0.076333
(30507,31006)(41400,41899)(41400,41900)	Mt	41650	501	0.069851
(30607,31106)(41500,41999)(41500,42000)	Mt	41750	501	0.068648
(30707,31206)(41600,42099)(41600,42100)	Mt	41850	501	0.064790
(30807,31306)(41700,42199)(41700,42200)	Mt	41950	501	0.058896
(30907,31406)(41800,42299)(41800,42300)	Mt	42050	501	0.067137
(31007,31506)(41900,42399)(41900,42400)	Mt	42150	501	0.070283
(31107,31606)(42000,42499)(42000,42500)	Mt	42250	501	0.071390
(31207,31706)(42100,42599)(42100,42600)	Mt	42350	501	0.074157
(31307,31709)(42200,42602)(42200,42700)	Mt	42450	404	0.078054
(31407,31760)(42300,42799)(42300,42800)	Mt	42550	355	0.080723
(31507,31860)(42400,42899)(42400,42900)	Mt	42650	355	0.094250
(31607,31960)(42500,42999)(42500,43000)	Mt	42750	355	0.099626
(31707,32060)(42600,43099)(42600,43100)	Mt	42850	355	0.101809
(31710,32152)(42749,43199)(42700,43200)	Mt	42950	444	0.100349
(31761,32252)(42800,43299)(42800,43300)	Mt	43050	493	0.095835
(31861,32322)(42900,43369)(42900,43400)	Mt	43150	463	0.084428
(31961,32389)(43000,43499)(43000,43500)	Mt	43250	430	0.085836
(32061,32480)(43100,43599)(43100,43600)	Mt	43350	421	0.093879
(32153,32580)(43200,43699)(43200,43700)	Mt	43450	429	0.108784
(32253,32680)(43300,43799)(43300,43800)	Mt	43550	429	0.102626
(32323,32780)(43433,43899)(43400,43900)	Mt	43650	459	0.086445
(32390,32880)(43500,43999)(43500,44000)	Mt	43750	492	0.090279
(32481,32968)(43600,44087)(43600,44100)	Mt	43850	489	0.095283
(32581,32968)(43700,44087)(43700,44200)	Mt	43950	389	0.082941
(32681,33031)(43800,44299)(43800,44300)	Mt	44050	352	0.085158
(32781,33131)(43900,44399)(43900,44400)	Mt	44150	352	0.092527
(32881,33231)(44000,44499)(44000,44500)	Mt	44250	352	0.091879
(32969,33298)(44237,44566)(44100,44600)	Mt	44350	331	0.098494
(32969,33373)(44237,44699)(44200,44700)	Mt	44450	406	0.095819
(33032,33473)(44300,44799)(44300,44800)	Mt	44550	443	0.100283
(33132,33573)(44400,44899)(44400,44900)	Mt	44650	443	0.101857
(33232,33673)(44500,44999)(44500,45000)	Mt	44750	443	0.101851
(33299,33773)(44625,45099)(44600,45100)	Mt	44850	476	0.112346
(33374,33873)(44700,45199)(44700,45200)	Mt	44950	501	0.132657
(33474,33973)(44800,45299)(44800,45300)	Mt	45050	501	0.140340
(33574,34073)(44900,45399)(44900,45400)	Mt	45150	501	0.138784
(33674,34173)(45000,45499)(45000,45500)	Mt	45250	501	0.139156
(33774,34273)(45100,45599)(45100,45600)	Mt	45350	501	0.098332
(33874,34373)(45200,45699)(45200,45700)	Mt	45450	501	0.097858
(33974,34466)(45300,45799)(45300,45800)	Mt	45550	494	0.079367
(34074,34566)(45400,45899)(45400,45900)	Mt	45650	494	0.101710
(34174,34666)(45500,45999)(45500,46000)	Mt	45750	494	0.073259
(34274,34766)(45600,46099)(45600,46100)	Mt	45850	494	0.063777
(34374,34866)(45700,46199)(45700,46200)	Mt	45950	494	0.067131
(34467,34966)(45800,46299)(45800,46300)	Mt	46050	501	0.074250
(34567,35066)(45900,46399)(45900,46400)	Mt	46150	501	0.070649
(34667,35166)(46000,46499)(46000,46500)	Mt	46250	501	0.084047
(34767,35266)(46100,46599)(46100,46600)	Mt	46350	501	0.101505
(34867,35366)(46200,46699)(46200,46700)	Mt	46450	501	0.105599
(34967,35466)(46300,46799)(46300,46800)	Mt	46550	501	0.101895
(35067,35499)(46400,46832)(46400,46900)	Mt	46650	434	0.113943
(35167,35548)(46500,46999)(46500,47000)	Mt	46750	383	0.122083
(35267,35648)(46600,47099)(46600,47100)	Mt	46850	383	0.118822
